# ----------------------------------------
# kaijo-fishing.com
# weekly-report-Weekly-analyss
# 20260620-20260627
# ----------------------------------------

,,セグメント,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック
【梅雨】海上釣り堀は雨の日こそ狙い目？爆釣する理由と必須装備チェックリスト — 海上アングラー,/blog/column/trivia/tsuyu-rainy-day-strategy/,new,7,7,7,70.28571428571429,1,0,7,7,7,70.28571428571429,1,0,5,5,5,67.4,1,0,2,2,2,77.5,1,0
【福井県】シーパーク丹生｜手ぶらでGO！釣った真鯛をその場でBBQ！究極の「食育」体験 — 海上アングラー,/blog/seapark-nyu/,new,7,7,10,105.625,0.75,0.25,7,7,10,105.625,0.75,0.25,6,6,9,120.71428571428571,0.8571428571428571,0.14285714285714285,1,1,1,0,0,1
【鹿児島県】鴨池海づり公園｜足元の水深25m！大人600円で青物の強烈な引きを体験 — 海上アングラー,/blog/kamoike-sea-fishing-park/,new,7,7,11,38.333333333333336,0.6666666666666666,0.3333333333333333,7,7,11,38.333333333333336,0.6666666666666666,0.3333333333333333,1,1,1,11,1,0,6,6,10,41.75,0.625,0.375
"【高知県】つり筏 深浦｜3,000円でトイレ・屋根・コーヒー付き！快適すぎる筏釣りパラダイス — 海上アングラー",/blog/tsuri-ikada-fukaura/,new,7,7,7,41.857142857142854,1,0,6,6,6,44.833333333333336,1,0,5,5,5,52.4,1,0,2,2,2,15.5,1,0
【2026年最新】関西の海上釣り堀おすすめランキング｜大阪・兵庫 全9施設を比較 — 海上アングラー,/column/ranking/kansai/,new,6,6,6,44.5,1,0,6,6,6,44.5,1,0,4,4,4,42.5,1,0,2,2,2,48.5,1,0
"【兵庫県】海上釣り堀あっとしー（@sea）｜女性7,700円〜・明石駅徒歩15分の都市型釣り堀 — 海上アングラー",/blog/kaijo-tsuribori-at-sea/,new,6,6,6,27.5,0.6666666666666666,0.3333333333333333,6,6,6,27.5,0.6666666666666666,0.3333333333333333,6,6,6,27.5,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
台風接近で海上釣り堀は休業になる？営業中止の目安と「命優先」の判断基準 — 海上アングラー,/column/trivia/typhoon-closure-guide/,new,6,6,9,95.625,0.5,0.5,6,6,9,95.625,0.5,0.5,5,5,8,101,0.42857142857142855,0.5714285714285714,1,1,1,58,1,0
釣果を分ける「ハリス」の選び方｜フロロカーボンの号数と長さの基準 — 海上アングラー,/blog/tactics/gear/harris-importance/,new,6,6,7,79.33333333333333,1,0,6,6,7,79.33333333333333,1,0,2,2,3,55,1,0,4,4,4,91.5,1,0
Error 404 — 海上アングラー,/fishing-facility/west-japan/mie/tsuribori-denpachiya/,new,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,1
【京都府】舞鶴親海公園｜入場無料！365日楽しめる舞鶴湾のファミリー釣り場 — 海上アングラー,/blog/maizuru-shinkai-park/,new,6,6,6,10.5,0.5,0.5,4,4,4,8.25,0.5,0.5,5,5,5,10,0.4,0.6,1,1,1,13,1,0
【2026年最新】中国・四国の海上釣り堀おすすめランキング｜広島・山口・香川・徳島・高知 全7施設を比較 — 海上アングラー,/column/ranking/chugoku-shikoku/,new,5,5,5,27.8,0.6,0.4,5,5,5,27.8,0.6,0.4,3,3,3,22.666666666666668,0.3333333333333333,0.6666666666666666,2,2,2,35.5,1,0
【徳島県】ファミリー釣り堀 釣ってみんでフィッシング｜雨の日OK・手ぶらで高級魚ハント！ — 海上アングラー,/blog/family-tsuribori-tsutteminde/,new,5,5,5,21.6,0.8,0.2,5,5,5,21.6,0.8,0.2,4,4,4,12.75,0.75,0.25,1,1,1,57,1,0
【福井県】あかぐり海釣公園｜絶景の桟橋釣り場！サビキからエギングまで楽しめる若狭湾の聖地 — 海上アングラー,/fishing-facility/akaguri-sea-fishing-park/,new,5,5,8,17.6,0.4,0.6,5,5,8,17.6,0.4,0.6,3,3,3,14,0.3333333333333333,0.6666666666666666,2,2,5,23,0.5,0.5
【福岡県】脇田（わいた）海釣り桟橋｜手ぶらセット800円！響灘のコスパ最強スポット — 海上アングラー,/blog/waita-sea-fishing-pier/,new,6,6,7,30.857142857142858,0.5714285714285714,0.42857142857142855,4,4,4,47,0.75,0.25,5,5,6,35.333333333333336,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
【三重県】鵜方浜釣センター｜屋根・トイレ完備の「快適筏」で英虞湾の野生チヌに挑む — 海上アングラー,/blog/ugata-hamatsuri-center/,new,5,5,6,59.4,0.8,0.2,4,4,5,45.5,0.75,0.25,2,2,3,51.5,1,0,3,3,3,64.66666666666667,0.6666666666666666,0.3333333333333333
Error 404 — 海上アングラー,/blog/isaki/,new,4,4,4,1.75,0,1,4,4,4,1.75,0,1,3,3,3,2,0,1,1,1,1,1,0,1
【2026年最新】三重・和歌山の海上釣り堀おすすめランキング｜伊勢志摩・紀州 全19施設を比較 — 海上アングラー,/blog/column/ranking/mie-wakayama/,new,4,4,5,102.5,1,0,4,4,5,102.5,1,0,1,1,1,9,1,0,3,3,4,133.66666666666666,1,0
【和歌山県】由良海つり公園｜海上釣り堀＆筏釣りの二刀流！由良湾の穏やかな海で大物を狙う — 海上アングラー,/blog/yura-sea-fishing-park/,new,4,4,5,31.8,0.4,0.6,4,4,5,31.8,0.4,0.6,4,4,5,31.8,0.4,0.6,0,0,0,0,0,0
【福井県】フィッシングレインボー｜三方五湖・日向湖で楽しむ！人気の海上釣り堀・料金・予約・攻略 — 海上アングラー,/fishing-facility/fishing-rainbow/,new,4,4,4,6.25,0.25,0.75,4,4,4,6.25,0.25,0.75,1,1,1,5,0,1,3,3,3,6.666666666666667,0.3333333333333333,0.6666666666666666
【福井県】小浜市漁協・釣り筏｜若狭湾のチヌ聖地！絶景の中で楽しむ本格筏釣り — 海上アングラー,/blog/obama-city-fishing-coop-raft/,new,4,4,4,47,1,0,4,4,4,47,1,0,3,3,3,49,1,0,1,1,1,41,1,0
"【静岡県】フィッシングパーク土肥｜1,500円で手ぶら海釣り体験！西伊豆の穴場 — 海上アングラー",/fishing-facility/fishing-park-toi/,new,4,4,5,101.25,1,0,4,4,5,101.25,1,0,0,0,0,0,0,0,4,4,5,101.25,1,0
釣り座は選べる？有利な場所の科学。釣り堀の「場所選び」完全ガイド — 海上アングラー,/blog/seat-selection-strategy/,new,4,4,4,50.5,1,0,4,4,4,50.5,1,0,3,3,3,63,1,0,1,1,1,13,1,0
【2026年最新】中国・四国の海上釣り堀おすすめランキング｜広島・山口・香川・徳島・高知 全7施設を比較 — 海上アングラー,/blog/column/ranking/chugoku-shikoku/,new,3,3,8,7.5,0.5,0.5,3,3,8,7.5,0.5,0.5,2,2,7,0.4,0.4,0.6,1,1,1,43,1,0
【2026年最新】九州の海上釣り堀おすすめランキング｜福岡・佐賀・長崎・熊本・大分 全9施設を比較 — 海上アングラー,/blog/column/ranking/kyushu-okinawa/,new,3,3,3,15,1,0,3,3,3,15,1,0,0,0,0,0,0,0,3,3,3,15,1,0
【2026年最新版】関東・東日本の海上釣り堀ランキングTOP3｜全9施設比較 — 海上アングラー,/fishing-facility/east-japan/,new,3,3,5,13.333333333333334,0.6666666666666666,0.3333333333333333,3,3,5,13.333333333333334,0.6666666666666666,0.3333333333333333,1,1,1,0,0,1,2,2,4,20,1,0
【6月】雨でも安心！「屋根付き・全天候型」海上釣り堀3選 — 海上アングラー,/blog/column/travel/june-all-weather-facilities/,new,3,3,3,19,1,0,3,3,3,19,1,0,3,3,3,19,1,0,0,0,0,0,0,0
【6月】雨でも安心！「屋根付き・全天候型」海上釣り堀3選 — 海上アングラー,/column/travel/june-all-weather-facilities/,new,3,3,3,3.3333333333333335,0,1,3,3,3,3.3333333333333335,0,1,2,2,2,2.5,0,1,1,1,1,5,0,1
【和歌山県】和歌山マリーナシティ海釣り公園｜観光ついでに手ぶらで！海釣り公園＆釣り堀が楽しめる — 海上アングラー,/blog/wakayama-marinacity-fishing-park/,new,3,3,3,57,0.6666666666666666,0.3333333333333333,3,3,3,57,0.6666666666666666,0.3333333333333333,3,3,3,57,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
【極味】イサキ攻略：至高の「皮霜造り」と「白子・真子」！初夏の味覚を活かす究極レシピ — 海上アングラー,/tactics/fish-strategy/isaki/gourmet/,new,3,3,4,135.5,0.75,0.25,3,3,4,135.5,0.75,0.25,0,0,0,0,0,0,3,3,4,135.5,0.75,0.25
"【長崎県】迎パールマリン｜大人6,600円・移動式イカダで巡る九十九島の爆釣ポイント — 海上アングラー",/blog/mukai-pearl-marine/,new,3,3,4,13.666666666666666,0.3333333333333333,0.6666666666666666,3,3,4,13.666666666666666,0.3333333333333333,0.6666666666666666,3,3,4,13.666666666666666,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0
【長崎県】高島飛島磯釣り公園｜往復フェリーで離島へ！520円で味わう本格磯釣りの聖地 — 海上アングラー,/blog/takashima-tobishima-isotsuri-park/,new,3,3,5,59.666666666666664,0.6666666666666666,0.3333333333333333,3,3,5,59.666666666666664,0.6666666666666666,0.3333333333333333,1,1,1,0,0,1,2,2,4,89.5,1,0
【静岡県】海上釣り堀 太公望｜釣ってその場で食べる！網代港の究極体験 — 海上アングラー,/blog/kaijo-tsuribori-taikoubou/,new,3,3,3,38,1,0,3,3,3,38,1,0,0,0,0,0,0,0,3,3,3,38,1,0
【鹿児島県】桜島海づり公園｜活火山を望む絶景釣り場！200円で味わう非日常 — 海上アングラー,/blog/sakurajima-sea-fishing-park/,new,3,3,3,32,1,0,3,3,3,32,1,0,3,3,3,32,1,0,0,0,0,0,0,0
宮城県の海上釣り堀・海釣り施設一覧（東日本） — 海上アングラー,/fishing-facility/east-japan/miyagi/,new,3,3,4,20,1,0,3,3,4,20,1,0,2,2,3,21,1,0,1,1,1,18,1,0
釣り座は選べる？有利な場所の科学。釣り堀の「場所選び」完全ガイド — 海上アングラー,/column/trivia/seat-selection-strategy/,new,3,3,3,70.33333333333333,0.6666666666666666,0.3333333333333333,3,3,3,70.33333333333333,0.6666666666666666,0.3333333333333333,3,3,3,70.33333333333333,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
高級魚シマアジを海上釣り堀で攻略｜繊細なアタリと強烈な引きへの対策 — 海上アングラー,/tactics/fish-strategy/shimaji/,new,3,3,3,76,1,0,3,3,3,76,1,0,1,1,1,0,1,0,2,2,2,114,1,0
【三重県】海上釣堀辨屋｜1日2回の放流で爆釣！南伊勢のレジェンド的釣り堀 — 海上アングラー,/fishing-facility/kaijo-tsuribori-benya/,new,3,3,3,47.666666666666664,0.6666666666666666,0.3333333333333333,2,2,2,71.5,1,0,1,1,1,0,0,1,2,2,2,71.5,1,0
【広島県】海上釣り堀 海遊｜阿多田島の離島で高級魚14種が釣り放題！瀬戸内の爆釣パラダイス — 海上アングラー,/blog/kaijo-tsuribori-kaiyu/,new,3,3,3,82.33333333333333,0.6666666666666666,0.3333333333333333,2,2,2,123.5,1,0,2,2,2,96,0.5,0.5,1,1,1,55,1,0
【長崎県】ジャンボフィッシング村｜予約不要・リリースOK！佐世保の「釣れる」海洋レジャー施設 — 海上アングラー,/blog/jumbo-fishing-mura/,new,3,3,3,33.333333333333336,0.6666666666666666,0.3333333333333333,2,2,2,50,1,0,3,3,3,33.333333333333336,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
【香川県】小豆島ふるさと村 釣り桟橋｜※現在閉鎖中：オリーブの島で親しまれた観光釣りスポット — 海上アングラー,/blog/shodoshima-furusatomura-fishing-pier/,new,3,3,3,40.666666666666664,0.6666666666666666,0.3333333333333333,2,2,2,45.5,0.5,0.5,3,3,3,40.666666666666664,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
【2026年最新版】関西・西日本の海上釣り堀ランキングTOP3｜全79施設比較 — 海上アングラー,/fishing-facility/west-japan/,new,3,3,3,28,0.6666666666666666,0.3333333333333333,1,1,1,21,1,0,1,1,1,0,0,1,2,2,2,42,1,0
Error 404 — 海上アングラー,/tag/年間パス有り,new,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1
Error 404 — 海上アングラー,/tag/福岡県,new,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,1
【2026年最新版】関東・東日本の海上釣り堀おすすめランキング・海釣り施設一覧 — 海上アングラー,/fishing-facility/east-japan/,new,2,2,2,32,1,0,2,2,2,32,1,0,2,2,2,32,1,0,0,0,0,0,0,0
【2026年最新版】関西・西日本の海上釣り堀おすすめランキング・海釣り施設一覧 — 海上アングラー,/blog/fishing-facility/west-japan/,new,2,2,5,57.5,1,0,2,2,5,57.5,1,0,1,1,1,18,1,0,1,1,4,97,1,0
"【三重県】相差海釣センター｜4時間5,500円！安心のボウズ保証＆鳥羽・相差観光にも最適 — 海上アングラー",/blog/ousatsu-sea-fishing-center/,new,2,2,2,129.5,1,0,2,2,2,129.5,1,0,2,2,2,129.5,1,0,0,0,0,0,0,0
【中級】イサキ攻略：シラサエビの「撒きエサ」との同調！食い渋り時の誘い術 — 海上アングラー,/tactics/fish-strategy/isaki/intermediate/,new,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,0,0,1,0,0,0,0,0,0
【佐賀県】仮屋湾遊漁センター｜天然と養殖が共存！初心者から大物狙いまで楽しめる4つのコース — 海上アングラー,/blog/kariyawan-fishing-center/,new,2,2,3,72.5,1,0,2,2,3,72.5,1,0,1,1,2,58,1,0,1,1,1,87,1,0
【兵庫県】淡路じゃのひれフィッシングパーク｜キャンプもイルカも！淡路島最大級の釣りリゾート — 海上アングラー,/fishing-facility/awaji-janohire-fishing-park/,new,2,2,3,7,0.6666666666666666,0.3333333333333333,2,2,3,7,0.6666666666666666,0.3333333333333333,1,1,2,0.5,0.5,0.5,1,1,1,20,1,0
【和歌山県】海上釣堀 湯浅｜駅近・1日3回放流！電車でも行ける本格釣り堀 — 海上アングラー,/blog/kaijo-tsuribori-yuasa/,new,2,2,2,81,1,0,2,2,2,81,1,0,2,2,2,81,1,0,0,0,0,0,0,0
【大阪府】南港魚つり園護岸｜入場無料！市内から30分で楽しめる本格海釣りスポット — 海上アングラー,/blog/nanko-fishing-park/,new,2,2,3,58,1,0,2,2,3,58,1,0,2,2,3,58,1,0,0,0,0,0,0,0
【大阪府】南港魚つり園護岸｜入場無料！市内から30分で楽しめる本格海釣りスポット — 海上アングラー,/fishing-facility/nanko-fishing-park/,new,2,2,2,53,1,0,2,2,2,53,1,0,2,2,2,53,1,0,0,0,0,0,0,0
【大阪府】大阪海上釣り堀サザン｜関空対岸で高級魚ハント！ナイターも人気の釣りパラダイス — 海上アングラー,/blog/column/ranking/kansai/,new,2,2,0,37,1,0,2,2,0,37,1,0,1,1,0,46,1,0,1,1,0,28,1,0
【大阪府】海釣ぽーと田尻｜雨でも安心！橋の下にある全天候型・放流満載の釣り堀 — 海上アングラー,/fishing-facility/umizuri-port-tajiri/,new,2,2,2,30,0.5,0.5,2,2,2,30,0.5,0.5,2,2,2,30,0.5,0.5,0,0,0,0,0,0
【山形県】由良海洋釣堀｜東北唯一の海上釣り堀！手ぶらで日本海の恵みを満喫 — 海上アングラー,/blog/yura-marine-fishing-pond/,new,2,2,2,80.5,1,0,2,2,2,80.5,1,0,2,2,2,80.5,1,0,0,0,0,0,0,0
【岩手県】三陸海上釣り堀｜三陸の豊かな海で大型マダイ・青物に挑む東北アングラーの聖地 — 海上アングラー,/blog/sanriku-sea-fishing-park/,new,2,2,2,55,1,0,2,2,2,55,1,0,2,2,2,55,1,0,0,0,0,0,0,0
【広島県】海上釣り堀 海遊｜阿多田島の離島で高級魚14種が釣り放題！瀬戸内の爆釣パラダイス — 海上アングラー,/blog/column/ranking/chugoku-shikoku/,new,2,2,0,12.5,1,0,2,2,0,12.5,1,0,2,2,0,12.5,1,0,0,0,0,0,0,0
【広島県】海上釣堀 大漁丸｜名物レモンサーモンと巨大青物が狙える離島イカダ！手厚い保証も魅力 — 海上アングラー,/blog/kaijo-tsuribori-tairyomaru/,new,2,2,4,26,0.6666666666666666,0.3333333333333333,2,2,4,26,0.6666666666666666,0.3333333333333333,2,2,4,26,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
【愛知県】爆釣 美浜フィッシングパーク｜高級魚が狙える知多半島の釣り堀・料金・アクセス情報 — 海上アングラー,/fishing-facility/bakucho-mihama-fishing-park/,new,2,2,2,5.5,0,1,2,2,2,5.5,0,1,0,0,0,0,0,0,2,2,2,5.5,0,1
【石川県】フィッシングブリッジ赤崎｜24時間無料！能登の磯を手軽に攻める釣り桟橋 — 海上アングラー,/blog/fishing-bridge-akasaki/,new,2,2,3,111.5,1,0,2,2,3,111.5,1,0,2,2,3,111.5,1,0,0,0,0,0,0,0
【福井県】シーパーク丹生｜手ぶらでGO！釣った真鯛をその場でBBQ！究極の「食育」体験 — 海上アングラー,/fishing-facility/seapark-nyu/,new,2,2,2,94,1,0,2,2,2,94,1,0,0,0,0,0,0,0,2,2,2,94,1,0
【福井県】敦賀市海釣り公園｜入場無料！柵あり・トイレ完備のファミリー天国 — 海上アングラー,/fishing-facility/tsuruga-city-sea-fishing-park/,new,2,2,3,81,1,0,2,2,3,81,1,0,2,2,3,81,1,0,0,0,0,0,0,0
【茨城県】大洗海釣り公園｜鹿島灘のマダイ・青物を狙う関東圏アクセス抜群の海上釣り堀 — 海上アングラー,/blog/oarai-sea-fishing-center/,new,2,2,2,22.5,1,0,2,2,2,22.5,1,0,2,2,2,22.5,1,0,0,0,0,0,0,0
【長崎県】新上五島町海上釣り堀｜五島列島の至宝！手ぶらで1時間、幻のクエや青物を狙い撃ち — 海上アングラー,/blog/shinkamigoto-sea-fishing-pond/,new,2,2,2,14,0.5,0.5,2,2,2,14,0.5,0.5,2,2,2,14,0.5,0.5,0,0,0,0,0,0
【長崎県】釣り堀はまかつ（ハマカツ）｜驚異の13魚種！ブリ・マダイが舞い踊る九州屈指の爆釣ステージ — 海上アングラー,/blog/column/ranking/kyushu-okinawa/,new,2,2,0,43,1,0,2,2,0,43,1,0,0,0,0,0,0,0,2,2,0,43,1,0
【閉店】篠島釣り天国｜離島で楽しむ海釣り体験の記録（愛知県南知多町） — 海上アングラー,/blog/shinojima-tsuri-tengoku/,new,2,2,2,49,0.5,0.5,2,2,2,49,0.5,0.5,1,1,1,98,1,0,1,1,1,0,0,1
【閉業】海釣り公園みかた｜釣ってその場でBBQ！食育にも最適な体験型釣り堀（福井県若狭町） — 海上アングラー,/fishing-facility/sea-fishing-park-mikata/,new,2,2,2,101.5,0.5,0.5,2,2,2,101.5,0.5,0.5,2,2,2,101.5,0.5,0.5,0,0,0,0,0,0
【青森県】浅虫海釣り公園｜手軽な料金・四季の魚種・初心者も安心の海釣り体験 — 海上アングラー,/blog/asamushi-sea-fishing-park/,new,2,2,2,70.5,1,0,2,2,2,70.5,1,0,1,1,1,117,1,0,1,1,1,24,1,0
【静岡県】いかだ釣りの東海｜30分から遊べる！熱海・網代の手ぶら釣り堀 — 海上アングラー,/fishing-facility/ikadatsuri-tokai/,new,2,2,3,94.5,1,0,2,2,3,94.5,1,0,0,0,0,0,0,0,2,2,3,94.5,1,0
【香川県】ソルトレイクひけた 安戸池｜ハマチ養殖発祥の聖地で挑む！絶品オリーブハマチ＆巨大池でのルアー戦 — 海上アングラー,/blog/saltlake-hiketa-adoike/,new,2,2,2,40,0.5,0.5,2,2,2,40,0.5,0.5,1,1,1,77,1,0,1,1,1,3,0,1
なぜ「脈釣り」が最強と言われるのか？ウキ釣りとの違いとメリットを解説 — 海上アングラー,/column/trivia/myaku-fishing-vs-uki/,new,2,2,2,7.5,0.5,0.5,2,2,2,7.5,0.5,0.5,2,2,2,7.5,0.5,0.5,0,0,0,0,0,0
海上釣り堀のウキ仕掛け入門｜棚取りの精度を上げるための必須アイテム — 海上アングラー,/blog/tactics/gear/uki-setup/,new,2,2,2,279,1,0,2,2,2,279,1,0,1,1,1,513,1,0,1,1,1,45,1,0
【三重県】つりぼりマルヨ｜歩いて行ける「陸続き」！4日の大放流＆破格の子供料金が魅力 — 海上アングラー,/blog/tsuribori-maruyo/,new,2,2,2,5,0.5,0.5,1,1,1,7,0,1,0,0,0,0,0,0,2,2,2,5,0.5,0.5
【三重県】賢島フィッシングパーク海遊苑｜駅チカ＆手ぶら！釣って即食べる極上体験 — 海上アングラー,/blog/kashikojima-fishing-park-kaiyuen/,new,2,2,3,312.5,1,0,1,1,2,574,1,0,1,1,1,51,1,0,1,1,2,574,1,0
【上級】イサキ攻略：極小アタリを捉える！しなやかなグラス穂先と軽量針の極致 — 海上アングラー,/blog/tactics/fish-strategy/isaki/advanced/,new,2,2,3,86.66666666666667,0.6666666666666666,0.3333333333333333,2,2,3,86.66666666666667,0.6666666666666666,0.3333333333333333,1,1,2,74,0.5,0.5,0,0,0,0,0,0
【応用】タックルメンテナンス：高級リールとロッドの「塩噛み」を防ぐ魔法のケア — 海上アングラー,/tactics/gear/tackle-maintenance-care/,new,2,2,2,134.5,1,0,1,1,1,172,1,0,2,2,2,134.5,1,0,0,0,0,0,0,0
【意外と知らない】海上釣り堀で一番釣れる『棚』の合わせ方と基本の考え方 — 海上アングラー,/blog/tana-basics/,new,2,2,2,0,0.5,0.5,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0
【愛知県】新舞子マリンパーク魚釣り施設｜無料で700mの広大な釣り場が楽しめる知多半島の人気スポット — 海上アングラー,/blog/shinmaiko-marine-park-fishing/,new,2,2,4,44.5,1,0,1,1,2,6,1,0,1,1,2,83,1,0,1,1,2,6,1,0
【長崎県】釣り堀はまかつ（ハマカツ）｜驚異の13魚種！ブリ・マダイが舞い踊る九州屈指の爆釣ステージ — 海上アングラー,/fishing-facility/tsuribori-hamakatsu/,new,2,2,2,26,1,0,1,1,1,19,1,0,1,1,1,19,1,0,1,1,1,33,1,0
【아이치현】신마이코 마린파크 어낚시 시설 | 무료로 700m의 광대한 낚시터를 즐길 수 있는 치타반도의 인기 명소,/blog/shinmaiko-marine-park-fishing/,new,2,2,0,60,1,0,1,1,0,21,1,0,1,1,0,99,1,0,1,1,0,21,1,0
スピニングリールの選び方と道糸の重要性｜PEライン vs ナイロン — 海上アングラー,/blog/tactics/gear/reel-and-line/,new,2,2,2,32.5,0.5,0.5,1,1,1,65,1,0,1,1,1,0,0,1,1,1,1,65,1,0
釣果を分ける「ハリス」の選び方｜フロロカーボンの号数と長さの基準 — 海上アングラー,/tactics/gear/harris-importance/,new,2,2,2,34,0.5,0.5,2,2,2,34,0.5,0.5,0,0,0,0,0,0,1,1,1,62,1,0
Error 404 — 海上アングラー,/page/13,new,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1
Error 404 — 海上アングラー,/tag/比較,new,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1
Error 404 — 海上アングラー,/tag/深場釣り,new,2,2,2,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2.5,0,1
Error 404 — 海上アングラー,/tag/釣り旅行,new,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1
